model,dim_i,dim_j,tau_correct,tau_incorrect,delta,abs_delta
POOLED_ALL_MODELS,MA,QLl,0.3046,0.3252,-0.0206,0.0206
POOLED_ALL_MODELS,VL,MA,0.3761,0.3577,+0.0184,0.0184
POOLED_ALL_MODELS,GS,KNf,0.0350,0.0530,-0.0180,0.0180
POOLED_ALL_MODELS,MCu,GS,0.1550,0.1373,+0.0177,0.0177
POOLED_ALL_MODELS,GS,CL,0.3534,0.3709,-0.0175,0.0175
POOLED_ALL_MODELS,MCr,KNf,0.0960,0.0792,+0.0168,0.0168
POOLED_ALL_MODELS,AT,CL,0.2407,0.2571,-0.0164,0.0164
POOLED_ALL_MODELS,VL,QLq,0.1167,0.1004,+0.0163,0.0163
POOLED_ALL_MODELS,VL,GS,-0.0288,-0.0133,-0.0155,0.0155
POOLED_ALL_MODELS,MCr,MA,0.2931,0.2784,+0.0148,0.0148
POOLED_ALL_MODELS,AS,KNf,-0.0118,0.0029,-0.0147,0.0147
POOLED_ALL_MODELS,AS,MA,0.3553,0.3407,+0.0146,0.0146
POOLED_ALL_MODELS,VO,KNf,0.0827,0.0973,-0.0145,0.0145
POOLED_ALL_MODELS,AS,CL,0.1683,0.1545,+0.0139,0.0139
POOLED_ALL_MODELS,QLl,KNf,0.1264,0.1389,-0.0125,0.0125
POOLED_ALL_MODELS,MCu,KNf,0.1885,0.1992,-0.0108,0.0108
POOLED_ALL_MODELS,VL,KNf,-0.0541,-0.0645,+0.0104,0.0104
POOLED_ALL_MODELS,VO,QLq,0.3188,0.3288,-0.0099,0.0099
POOLED_ALL_MODELS,VO,GS,0.0260,0.0344,-0.0084,0.0084
POOLED_ALL_MODELS,AS,QLl,0.2246,0.2305,-0.0059,0.0059
POOLED_ALL_MODELS,VL,AS,0.3986,0.3939,+0.0047,0.0047
POOLED_ALL_MODELS,MCu,AT,0.3746,0.3714,+0.0032,0.0032
POOLED_ALL_MODELS,VO,AT,0.2644,0.2622,+0.0022,0.0022
POOLED_ALL_MODELS,MA,KNf,0.0930,0.0937,-0.0007,0.0007
Phi-3-Vision,AS,AT,0.4057,0.2291,+0.1767,0.1767
Phi-3-Vision,AS,KNf,0.1169,-0.0545,+0.1714,0.1714
Phi-3-Vision,AS,MCu,0.4343,0.2644,+0.1699,0.1699
Phi-3-Vision,QLl,CL,0.1508,0.3185,-0.1676,0.1676
Phi-3-Vision,MA,AT,0.2407,0.0845,+0.1563,0.1563
Phi-3-Vision,MA,KNf,0.1937,0.0509,+0.1428,0.1428
Phi-3-Vision,VL,CL,0.0292,0.1677,-0.1385,0.1385
Phi-3-Vision,MCu,KNf,0.2934,0.1555,+0.1379,0.1379
Phi-3-Vision,VL,VO,0.1936,0.3298,-0.1363,0.1363
Phi-3-Vision,MCr,KNf,0.1707,0.0507,+0.1201,0.1201
Phi-3-Vision,MCr,AT,0.4359,0.3340,+0.1019,0.1019
Phi-3-Vision,VL,KNf,0.0118,-0.0877,+0.0995,0.0995
Phi-3-Vision,MCr,MCu,0.4372,0.3384,+0.0988,0.0988
Phi-3-Vision,MCu,VO,0.3069,0.2081,+0.0988,0.0988
Phi-3-Vision,VL,QLl,0.1883,0.2870,-0.0987,0.0987
Phi-3-Vision,KNf,CL,0.1988,0.1062,+0.0926,0.0926
Phi-3-Vision,MCu,CL,0.2715,0.1819,+0.0896,0.0896
Phi-3-Vision,MCu,MA,0.2590,0.1704,+0.0886,0.0886
Phi-3-Vision,MCu,GS,0.1976,0.1102,+0.0873,0.0873
Phi-3-Vision,VO,KNf,0.1549,0.0693,+0.0856,0.0856
Phi-3-Vision,MA,GS,0.0370,-0.0436,+0.0806,0.0806
Phi-3-Vision,AS,MCr,0.5061,0.4256,+0.0804,0.0804
Phi-3-Vision,MCr,QLl,0.3358,0.4122,-0.0763,0.0763
Phi-3-Vision,AS,GS,0.1692,0.0994,+0.0698,0.0698
Phi-3-Vision,VL,AT,0.1743,0.1088,+0.0655,0.0655
Phi-3-Vision,VO,GS,0.0747,0.0092,+0.0655,0.0655
Phi-3-Vision,MCu,AT,0.4134,0.3488,+0.0646,0.0646
Phi-3-Vision,QLq,CL,0.0644,0.1286,-0.0642,0.0642
Phi-3-Vision,QLl,QLq,0.3890,0.4522,-0.0632,0.0632
Phi-3-Vision,AT,CL,0.2932,0.2311,+0.0621,0.0621
Phi-3-Vision,MCr,CL,0.1838,0.2447,-0.0609,0.0609
Phi-3-Vision,MCr,MA,0.3231,0.2640,+0.0592,0.0592
Phi-3-Vision,MA,QLq,0.2898,0.2336,+0.0563,0.0563
Phi-3-Vision,AT,GS,0.2418,0.1879,+0.0539,0.0539
Phi-3-Vision,VO,QLl,0.3286,0.3819,-0.0533,0.0533
Phi-3-Vision,VL,MCr,0.3110,0.3631,-0.0521,0.0521
Phi-3-Vision,MCr,VO,0.3212,0.3721,-0.0508,0.0508
Phi-3-Vision,VO,AT,0.2987,0.2488,+0.0499,0.0499
Phi-3-Vision,AT,QLq,0.2456,0.2001,+0.0455,0.0455
Phi-3-Vision,VO,QLq,0.3570,0.3145,+0.0425,0.0425
Phi-3-Vision,VL,AS,0.3717,0.4105,-0.0388,0.0388
Phi-3-Vision,VO,CL,0.1947,0.2325,-0.0378,0.0378
Phi-3-Vision,GS,QLl,0.0012,0.0374,-0.0362,0.0362
Phi-3-Vision,GS,KNf,0.0728,0.0369,+0.0359,0.0359
Phi-3-Vision,AT,QLl,0.2707,0.2389,+0.0318,0.0318
Phi-3-Vision,QLl,KNf,0.1579,0.1264,+0.0315,0.0315
Phi-3-Vision,VL,QLq,0.0930,0.1182,-0.0252,0.0252
Phi-3-Vision,MA,CL,0.0963,0.0713,+0.0250,0.0250
Phi-3-Vision,VL,GS,-0.0404,-0.0163,-0.0241,0.0241
Phi-3-Vision,MA,VO,0.3305,0.3069,+0.0236,0.0236
Phi-3-Vision,MCu,QLl,0.2706,0.2477,+0.0229,0.0229
Phi-3-Vision,AS,QLq,0.1194,0.0975,+0.0219,0.0219
Phi-3-Vision,MCu,QLq,0.2667,0.2450,+0.0216,0.0216
Phi-3-Vision,MCr,QLq,0.2361,0.2152,+0.0209,0.0209
Phi-3-Vision,AS,CL,0.1434,0.1623,-0.0189,0.0189
Phi-3-Vision,AT,KNf,0.1282,0.1104,+0.0178,0.0178
Phi-3-Vision,GS,CL,0.3547,0.3709,-0.0162,0.0162
Phi-3-Vision,KNf,QLq,0.3057,0.2934,+0.0123,0.0123
Phi-3-Vision,VL,MA,0.3712,0.3595,+0.0117,0.0117
Phi-3-Vision,VL,MCu,0.1783,0.1699,+0.0084,0.0084
Phi-3-Vision,MCr,GS,0.0815,0.0734,+0.0081,0.0081
Phi-3-Vision,AS,QLl,0.2326,0.2247,+0.0078,0.0078
Phi-3-Vision,AS,VO,0.2987,0.3064,-0.0077,0.0077
Phi-3-Vision,GS,QLq,-0.1084,-0.1007,-0.0077,0.0077
Phi-3-Vision,AS,MA,0.3470,0.3484,-0.0014,0.0014
Phi-3-Vision,MA,QLl,0.3190,0.3179,+0.0011,0.0011
Qwen-VL-Max,MA,QLq,0.3897,0.2111,+0.1787,0.1787
Qwen-VL-Max,VO,QLl,0.2240,0.4009,-0.1769,0.1769
Qwen-VL-Max,MCr,CL,0.1125,0.2722,-0.1597,0.1597
Qwen-VL-Max,VO,QLq,0.2014,0.3611,-0.1597,0.1597
Qwen-VL-Max,VL,CL,0.0202,0.1701,-0.1499,0.1499
Qwen-VL-Max,MCr,GS,-0.0116,0.1178,-0.1294,0.1294
Qwen-VL-Max,GS,QLq,-0.1984,-0.0701,-0.1283,0.1283
Qwen-VL-Max,QLl,CL,0.1724,0.2970,-0.1246,0.1246
Qwen-VL-Max,VL,VO,0.1844,0.3012,-0.1168,0.1168
Qwen-VL-Max,AT,GS,0.1297,0.2406,-0.1109,0.1109
Qwen-VL-Max,KNf,QLq,0.2189,0.3246,-0.1057,0.1057
Qwen-VL-Max,GS,QLl,-0.0534,0.0521,-0.1055,0.1055
Qwen-VL-Max,MCr,QLl,0.3117,0.4167,-0.1050,0.1050
Qwen-VL-Max,AS,GS,0.0593,0.1572,-0.0979,0.0979
Qwen-VL-Max,AS,VO,0.2223,0.3151,-0.0927,0.0927
Qwen-VL-Max,MCu,MA,0.2630,0.1718,+0.0912,0.0912
Qwen-VL-Max,AT,KNf,0.0519,0.1410,-0.0891,0.0891
Qwen-VL-Max,VL,KNf,-0.1283,-0.0393,-0.0890,0.0890
Qwen-VL-Max,QLq,CL,0.0434,0.1322,-0.0888,0.0888
Qwen-VL-Max,KNf,CL,0.1959,0.1113,+0.0846,0.0846
Qwen-VL-Max,MA,VO,0.2406,0.3225,-0.0819,0.0819
Qwen-VL-Max,VL,GS,-0.0748,0.0042,-0.0790,0.0790
Qwen-VL-Max,AT,QLq,0.2713,0.1935,+0.0778,0.0778
Qwen-VL-Max,VO,KNf,0.0361,0.1128,-0.0767,0.0767
Qwen-VL-Max,MA,GS,-0.0734,0.0028,-0.0762,0.0762
Qwen-VL-Max,VL,QLl,0.2038,0.2793,-0.0756,0.0756
Qwen-VL-Max,AS,QLl,0.1836,0.2488,-0.0652,0.0652
Qwen-VL-Max,AS,MA,0.2921,0.3570,-0.0649,0.0649
Qwen-VL-Max,VO,AT,0.2065,0.2709,-0.0644,0.0644
Qwen-VL-Max,MCr,VO,0.2968,0.3608,-0.0640,0.0640
Qwen-VL-Max,MCu,QLl,0.3096,0.2470,+0.0626,0.0626
Qwen-VL-Max,MCu,VO,0.1809,0.2390,-0.0581,0.0581
Qwen-VL-Max,MCu,KNf,0.1591,0.2161,-0.0569,0.0569
Qwen-VL-Max,GS,KNf,0.0880,0.0325,+0.0555,0.0555
Qwen-VL-Max,MA,AT,0.1712,0.1161,+0.0552,0.0552
Qwen-VL-Max,MCr,MA,0.3186,0.2644,+0.0542,0.0542
Qwen-VL-Max,QLl,KNf,0.0947,0.1488,-0.0541,0.0541
Qwen-VL-Max,MCu,QLq,0.2909,0.2390,+0.0519,0.0519
Qwen-VL-Max,VL,AS,0.4273,0.3772,+0.0500,0.0500
Qwen-VL-Max,MCr,QLq,0.2564,0.2077,+0.0487,0.0487
Qwen-VL-Max,VO,GS,0.0745,0.0263,+0.0483,0.0483
Qwen-VL-Max,MA,KNf,0.0638,0.1095,-0.0457,0.0457
Qwen-VL-Max,MA,QLl,0.3544,0.3101,+0.0443,0.0443
Qwen-VL-Max,MCr,KNf,0.0523,0.0956,-0.0432,0.0432
Qwen-VL-Max,VL,QLq,0.0763,0.1174,-0.0411,0.0411
Qwen-VL-Max,AT,CL,0.2819,0.2455,+0.0364,0.0364
Qwen-VL-Max,VL,AT,0.1522,0.1162,+0.0360,0.0360
Qwen-VL-Max,AT,QLl,0.2247,0.2605,-0.0358,0.0358
Qwen-VL-Max,AS,AT,0.3048,0.2708,+0.0339,0.0339
Qwen-VL-Max,AS,MCu,0.2818,0.3125,-0.0307,0.0307
Qwen-VL-Max,AS,CL,0.1828,0.1522,+0.0307,0.0307
Qwen-VL-Max,MCr,MCu,0.3866,0.3593,+0.0273,0.0273
Qwen-VL-Max,MCr,AT,0.3442,0.3706,-0.0264,0.0264
Qwen-VL-Max,MCu,AT,0.3500,0.3720,-0.0221,0.0221
Qwen-VL-Max,QLl,QLq,0.4149,0.4364,-0.0215,0.0215
Qwen-VL-Max,VL,MCr,0.3285,0.3455,-0.0170,0.0170
Qwen-VL-Max,MA,CL,0.0926,0.0777,+0.0149,0.0149
Qwen-VL-Max,GS,CL,0.3562,0.3690,-0.0128,0.0128
Qwen-VL-Max,MCu,CL,0.2282,0.2155,+0.0127,0.0127
Qwen-VL-Max,VL,MA,0.3706,0.3595,+0.0111,0.0111
Qwen-VL-Max,VO,CL,0.2210,0.2312,-0.0102,0.0102
Qwen-VL-Max,AS,MCr,0.4374,0.4469,-0.0095,0.0095
Qwen-VL-Max,AS,KNf,-0.0053,0.0009,-0.0062,0.0062
Qwen-VL-Max,AS,QLq,0.1090,0.1031,+0.0059,0.0059
Qwen-VL-Max,MCu,GS,0.1435,0.1492,-0.0057,0.0057
Qwen-VL-Max,VL,MCu,0.1721,0.1677,+0.0045,0.0045
Qwen-VL-Plus,AT,QLq,0.4468,0.1631,+0.2837,0.2837
Qwen-VL-Plus,VL,VO,0.1085,0.3248,-0.2163,0.2163
Qwen-VL-Plus,MCr,KNf,0.2318,0.0533,+0.1785,0.1785
Qwen-VL-Plus,MCr,QLq,0.3524,0.1895,+0.1629,0.1629
Qwen-VL-Plus,VO,QLl,0.2299,0.3895,-0.1596,0.1596
Qwen-VL-Plus,VL,QLl,0.1389,0.2869,-0.1480,0.1480
Qwen-VL-Plus,VL,MA,0.2474,0.3878,-0.1404,0.1404
Qwen-VL-Plus,MA,KNf,0.2133,0.0768,+0.1365,0.1365
Qwen-VL-Plus,QLl,KNf,0.2495,0.1137,+0.1358,0.1358
Qwen-VL-Plus,AS,MA,0.2469,0.3645,-0.1176,0.1176
Qwen-VL-Plus,MCu,QLq,0.3435,0.2270,+0.1165,0.1165
Qwen-VL-Plus,VO,KNf,0.1867,0.0763,+0.1104,0.1104
Qwen-VL-Plus,VL,AT,0.2259,0.1221,+0.1038,0.1038
Qwen-VL-Plus,MCu,VO,0.3216,0.2266,+0.0950,0.0950
Qwen-VL-Plus,VL,KNf,0.0160,-0.0782,+0.0943,0.0943
Qwen-VL-Plus,AT,CL,0.3311,0.2381,+0.0930,0.0930
Qwen-VL-Plus,GS,CL,0.2836,0.3749,-0.0913,0.0913
Qwen-VL-Plus,MA,AT,0.2145,0.1234,+0.0910,0.0910
Qwen-VL-Plus,MCr,MCu,0.4509,0.3666,+0.0843,0.0843
Qwen-VL-Plus,MCu,AT,0.4445,0.3605,+0.0840,0.0840
Qwen-VL-Plus,MCr,VO,0.4304,0.3469,+0.0835,0.0835
Qwen-VL-Plus,MA,QLl,0.2542,0.3369,-0.0827,0.0827
Qwen-VL-Plus,MCu,GS,0.2082,0.1295,+0.0787,0.0787
Qwen-VL-Plus,QLl,QLq,0.3666,0.4434,-0.0769,0.0769
Qwen-VL-Plus,AT,QLl,0.3147,0.2380,+0.0768,0.0768
Qwen-VL-Plus,MA,CL,0.1523,0.0777,+0.0746,0.0746
Qwen-VL-Plus,VL,QLq,0.0433,0.1173,-0.0740,0.0740
Qwen-VL-Plus,MA,GS,0.0515,-0.0166,+0.0681,0.0681
Qwen-VL-Plus,AS,QLl,0.1753,0.2427,-0.0675,0.0675
Qwen-VL-Plus,MCu,CL,0.2703,0.2038,+0.0665,0.0665
Qwen-VL-Plus,MA,QLq,0.3056,0.2410,+0.0646,0.0646
Qwen-VL-Plus,MA,VO,0.2623,0.3250,-0.0627,0.0627
Qwen-VL-Plus,QLq,CL,0.1589,0.0999,+0.0590,0.0590
Qwen-VL-Plus,AS,AT,0.3385,0.2806,+0.0580,0.0580
Qwen-VL-Plus,GS,QLq,-0.0571,-0.1102,+0.0531,0.0531
Qwen-VL-Plus,MCu,QLl,0.2116,0.2642,-0.0526,0.0526
Qwen-VL-Plus,AS,CL,0.1223,0.1738,-0.0515,0.0515
Qwen-VL-Plus,KNf,CL,0.1735,0.1243,+0.0491,0.0491
Qwen-VL-Plus,VL,MCu,0.1516,0.1969,-0.0453,0.0453
Qwen-VL-Plus,VL,GS,-0.0510,-0.0068,-0.0443,0.0443
Qwen-VL-Plus,GS,KNf,0.0133,0.0553,-0.0420,0.0420
Qwen-VL-Plus,AT,GS,0.1774,0.2183,-0.0409,0.0409
Qwen-VL-Plus,KNf,QLq,0.3311,0.2904,+0.0408,0.0408
Qwen-VL-Plus,AS,MCr,0.4206,0.4597,-0.0391,0.0391
Qwen-VL-Plus,VO,AT,0.2971,0.2591,+0.0380,0.0380
Qwen-VL-Plus,MCr,GS,0.0499,0.0870,-0.0371,0.0371
Qwen-VL-Plus,AT,KNf,0.1437,0.1089,+0.0348,0.0348
Qwen-VL-Plus,VL,CL,0.1122,0.1432,-0.0309,0.0309
Qwen-VL-Plus,MCr,AT,0.3967,0.3689,+0.0278,0.0278
Qwen-VL-Plus,VL,AS,0.3754,0.4021,-0.0267,0.0267
Qwen-VL-Plus,AS,GS,0.1544,0.1276,+0.0267,0.0267
Qwen-VL-Plus,AS,QLq,0.1237,0.0984,+0.0253,0.0253
Qwen-VL-Plus,AS,VO,0.2851,0.3082,-0.0231,0.0231
Qwen-VL-Plus,GS,QLl,0.0437,0.0216,+0.0222,0.0222
Qwen-VL-Plus,AS,MCu,0.3073,0.3258,-0.0185,0.0185
Qwen-VL-Plus,VO,GS,0.0481,0.0327,+0.0154,0.0154
Qwen-VL-Plus,VO,QLq,0.3123,0.3275,-0.0152,0.0152
Qwen-VL-Plus,VO,CL,0.2147,0.2298,-0.0151,0.0151
Qwen-VL-Plus,AS,KNf,0.0110,-0.0037,+0.0147,0.0147
Qwen-VL-Plus,MCu,MA,0.1912,0.2042,-0.0130,0.0130
Qwen-VL-Plus,VL,MCr,0.3454,0.3560,-0.0106,0.0106
Qwen-VL-Plus,MCr,CL,0.2352,0.2290,+0.0062,0.0062
Qwen-VL-Plus,MCu,KNf,0.1902,0.1963,-0.0060,0.0060
Qwen-VL-Plus,QLl,CL,0.2637,0.2687,-0.0050,0.0050
Qwen-VL-Plus,MCr,MA,0.2859,0.2891,-0.0032,0.0032
Qwen-VL-Plus,MCr,QLl,0.3911,0.3904,+0.0007,0.0007
Reka-Core,VL,CL,-0.0469,0.1931,-0.2400,0.2400
Reka-Core,MA,CL,-0.0561,0.1330,-0.1891,0.1891
Reka-Core,QLq,CL,-0.0176,0.1650,-0.1827,0.1827
Reka-Core,QLl,CL,0.1406,0.3202,-0.1796,0.1796
Reka-Core,GS,CL,0.2617,0.4060,-0.1443,0.1443
Reka-Core,GS,QLl,-0.0744,0.0611,-0.1354,0.1354
Reka-Core,VL,KNf,-0.1556,-0.0241,-0.1315,0.1315
Reka-Core,MCr,QLq,0.3057,0.1927,+0.1130,0.1130
Reka-Core,AT,KNf,0.0366,0.1464,-0.1098,0.1098
Reka-Core,VL,VO,0.2207,0.3251,-0.1043,0.1043
Reka-Core,VO,CL,0.1501,0.2492,-0.0992,0.0992
Reka-Core,GS,QLq,-0.1768,-0.0797,-0.0972,0.0972
Reka-Core,VL,MA,0.4287,0.3380,+0.0907,0.0907
Reka-Core,MCu,CL,0.1472,0.2376,-0.0903,0.0903
Reka-Core,VL,GS,-0.0789,0.0082,-0.0870,0.0870
Reka-Core,MA,QLq,0.3204,0.2342,+0.0863,0.0863
Reka-Core,MCu,KNf,0.1368,0.2179,-0.0811,0.0811
Reka-Core,MCr,GS,0.0231,0.1024,-0.0793,0.0793
Reka-Core,MCr,VO,0.3028,0.3799,-0.0771,0.0771
Reka-Core,VL,QLl,0.2199,0.2948,-0.0749,0.0749
Reka-Core,VO,QLl,0.3203,0.3890,-0.0688,0.0688
Reka-Core,MA,AT,0.1884,0.1220,+0.0665,0.0665
Reka-Core,GS,KNf,0.0943,0.0296,+0.0647,0.0647
Reka-Core,VO,QLq,0.3747,0.3101,+0.0646,0.0646
Reka-Core,MA,KNf,0.0488,0.1130,-0.0642,0.0642
Reka-Core,QLl,KNf,0.0896,0.1514,-0.0618,0.0618
Reka-Core,AS,MA,0.3903,0.3287,+0.0616,0.0616
Reka-Core,VL,AT,0.1855,0.1283,+0.0571,0.0571
Reka-Core,AT,QLl,0.2922,0.2352,+0.0570,0.0570
Reka-Core,MCu,QLl,0.3013,0.2472,+0.0541,0.0541
Reka-Core,VO,AT,0.3051,0.2511,+0.0540,0.0540
Reka-Core,MCr,AT,0.4122,0.3596,+0.0526,0.0526
Reka-Core,AS,QLq,0.1520,0.1000,+0.0519,0.0519
Reka-Core,QLl,QLq,0.4645,0.4128,+0.0517,0.0517
Reka-Core,VO,GS,0.0638,0.0125,+0.0513,0.0513
Reka-Core,KNf,CL,0.0984,0.1495,-0.0511,0.0511
Reka-Core,AT,QLq,0.2460,0.1963,+0.0497,0.0497
Reka-Core,MCu,AT,0.3429,0.3921,-0.0491,0.0491
Reka-Core,MCr,CL,0.1917,0.2389,-0.0472,0.0472
Reka-Core,KNf,QLq,0.2632,0.3092,-0.0459,0.0459
Reka-Core,AS,AT,0.3240,0.2805,+0.0434,0.0434
Reka-Core,AS,MCu,0.2938,0.3341,-0.0404,0.0404
Reka-Core,MA,GS,0.0109,-0.0276,+0.0386,0.0386
Reka-Core,VL,AS,0.4189,0.3864,+0.0325,0.0325
Reka-Core,VL,QLq,0.1415,0.1104,+0.0311,0.0311
Reka-Core,MCr,KNf,0.0649,0.0954,-0.0304,0.0304
Reka-Core,AS,QLl,0.2216,0.2505,-0.0289,0.0289
Reka-Core,MCu,MA,0.2232,0.1977,+0.0255,0.0255
Reka-Core,MA,QLl,0.3113,0.3331,-0.0218,0.0218
Reka-Core,VO,KNf,0.1096,0.0885,+0.0211,0.0211
Reka-Core,AS,MCr,0.4620,0.4428,+0.0193,0.0193
Reka-Core,MCr,MA,0.2697,0.2890,-0.0193,0.0193
Reka-Core,MCr,QLl,0.3837,0.4021,-0.0184,0.0184
Reka-Core,AS,VO,0.2934,0.3109,-0.0175,0.0175
Reka-Core,VL,MCu,0.1963,0.1797,+0.0166,0.0166
Reka-Core,MCr,MCu,0.3904,0.3747,+0.0156,0.0156
Reka-Core,VL,MCr,0.3425,0.3565,-0.0140,0.0140
Reka-Core,AS,KNf,-0.0041,0.0079,-0.0120,0.0120
Reka-Core,MCu,GS,0.1493,0.1389,+0.0105,0.0105
Reka-Core,MCu,QLq,0.2620,0.2524,+0.0097,0.0097
Reka-Core,AT,GS,0.1983,0.2063,-0.0080,0.0080
Reka-Core,MCu,VO,0.2393,0.2444,-0.0051,0.0051
Reka-Core,AS,GS,0.1228,0.1256,-0.0028,0.0028
Reka-Core,AT,CL,0.2501,0.2528,-0.0027,0.0027
Reka-Core,MA,VO,0.3157,0.3181,-0.0024,0.0024
Reka-Core,AS,CL,0.1563,0.1553,+0.0010,0.0010
Reka-Edge,QLl,CL,0.1288,0.3086,-0.1798,0.1798
Reka-Edge,MCu,AT,0.2409,0.4184,-0.1775,0.1775
Reka-Edge,AT,KNf,-0.0151,0.1487,-0.1637,0.1637
Reka-Edge,AS,QLq,0.2212,0.0728,+0.1484,0.1484
Reka-Edge,MCu,KNf,0.0942,0.2246,-0.1304,0.1304
Reka-Edge,VO,AT,0.1829,0.2912,-0.1083,0.1083
Reka-Edge,GS,QLl,-0.0551,0.0465,-0.1016,0.1016
Reka-Edge,AT,CL,0.1739,0.2749,-0.1009,0.1009
Reka-Edge,MCr,MCu,0.3029,0.4009,-0.0981,0.0981
Reka-Edge,AS,QLl,0.3074,0.2102,+0.0972,0.0972
Reka-Edge,QLq,CL,0.0382,0.1321,-0.0939,0.0939
Reka-Edge,KNf,QLq,0.2236,0.3173,-0.0937,0.0937
Reka-Edge,MCr,VO,0.2864,0.3795,-0.0930,0.0930
Reka-Edge,AT,QLl,0.3196,0.2277,+0.0919,0.0919
Reka-Edge,MCr,GS,0.0072,0.0971,-0.0899,0.0899
Reka-Edge,MA,QLq,0.3212,0.2326,+0.0886,0.0886
Reka-Edge,AS,AT,0.3582,0.2703,+0.0879,0.0879
Reka-Edge,AT,GS,0.1362,0.2225,-0.0863,0.0863
Reka-Edge,VL,CL,0.0623,0.1480,-0.0857,0.0857
Reka-Edge,MCu,MA,0.2686,0.1834,+0.0852,0.0852
Reka-Edge,GS,QLq,-0.1715,-0.0870,-0.0845,0.0845
Reka-Edge,VL,MA,0.4298,0.3458,+0.0840,0.0840
Reka-Edge,AT,QLq,0.2735,0.1908,+0.0827,0.0827
Reka-Edge,QLl,QLq,0.4865,0.4107,+0.0758,0.0758
Reka-Edge,GS,KNf,-0.0125,0.0631,-0.0755,0.0755
Reka-Edge,VL,GS,-0.0778,-0.0074,-0.0703,0.0703
Reka-Edge,VO,CL,0.1682,0.2373,-0.0691,0.0691
Reka-Edge,AS,MCr,0.5037,0.4379,+0.0659,0.0659
Reka-Edge,VL,KNf,-0.1130,-0.0479,-0.0651,0.0651
Reka-Edge,MCr,KNf,0.0317,0.0966,-0.0650,0.0650
Reka-Edge,MA,AT,0.1896,0.1252,+0.0644,0.0644
Reka-Edge,VO,QLq,0.3761,0.3131,+0.0630,0.0630
Reka-Edge,MCu,QLl,0.3041,0.2459,+0.0582,0.0582
Reka-Edge,VL,MCr,0.3107,0.3683,-0.0577,0.0577
Reka-Edge,AS,MA,0.3886,0.3329,+0.0557,0.0557
Reka-Edge,VL,MCu,0.2282,0.1741,+0.0541,0.0541
Reka-Edge,AS,KNf,-0.0329,0.0078,-0.0406,0.0406
Reka-Edge,MA,QLl,0.3531,0.3138,+0.0393,0.0393
Reka-Edge,MCr,QLq,0.2471,0.2080,+0.0392,0.0392
Reka-Edge,MCr,QLl,0.4170,0.3811,+0.0359,0.0359
Reka-Edge,MCu,VO,0.2678,0.2347,+0.0332,0.0332
Reka-Edge,AS,VO,0.3299,0.2972,+0.0327,0.0327
Reka-Edge,VO,GS,0.0029,0.0350,-0.0321,0.0321
Reka-Edge,KNf,CL,0.1083,0.1404,-0.0321,0.0321
Reka-Edge,AS,GS,0.0995,0.1308,-0.0313,0.0313
Reka-Edge,VL,QLq,0.1290,0.1036,+0.0253,0.0253
Reka-Edge,MA,GS,-0.0355,-0.0102,-0.0253,0.0253
Reka-Edge,VO,KNf,0.0729,0.0980,-0.0251,0.0251
Reka-Edge,QLl,KNf,0.1143,0.1392,-0.0249,0.0249
Reka-Edge,VO,QLl,0.3881,0.3633,+0.0248,0.0248
Reka-Edge,MCr,MA,0.2704,0.2927,-0.0223,0.0223
Reka-Edge,GS,CL,0.3822,0.3606,+0.0215,0.0215
Reka-Edge,MA,KNf,0.1112,0.0900,+0.0212,0.0212
Reka-Edge,VL,AS,0.3829,0.4033,-0.0204,0.0204
Reka-Edge,MCu,QLq,0.2406,0.2566,-0.0160,0.0160
Reka-Edge,MCu,GS,0.1257,0.1407,-0.0150,0.0150
Reka-Edge,AS,MCu,0.3303,0.3170,+0.0133,0.0133
Reka-Edge,MCr,CL,0.2374,0.2244,+0.0130,0.0130
Reka-Edge,VL,AT,0.1299,0.1425,-0.0126,0.0126
Reka-Edge,VL,QLl,0.2741,0.2624,+0.0117,0.0117
Reka-Edge,VL,VO,0.3003,0.2913,+0.0090,0.0090
Reka-Edge,MCu,CL,0.2182,0.2097,+0.0085,0.0085
Reka-Edge,MA,VO,0.3215,0.3141,+0.0074,0.0074
Reka-Edge,MA,CL,0.0767,0.0811,-0.0044,0.0044
Reka-Edge,MCr,AT,0.3754,0.3717,+0.0037,0.0037
Reka-Edge,AS,CL,0.1559,0.1565,-0.0006,0.0006
Reka-Flash,VL,KNf,0.0370,-0.0946,+0.1316,0.1316
Reka-Flash,AS,AT,0.3691,0.2505,+0.1186,0.1186
Reka-Flash,VL,VO,0.2047,0.3165,-0.1119,0.1119
Reka-Flash,MCr,VO,0.2748,0.3806,-0.1058,0.1058
Reka-Flash,KNf,CL,0.0572,0.1630,-0.1058,0.1058
Reka-Flash,VL,AS,0.3157,0.4212,-0.1055,0.1055
Reka-Flash,VO,QLq,0.4036,0.2996,+0.1040,0.1040
Reka-Flash,VO,KNf,0.1680,0.0689,+0.0992,0.0992
Reka-Flash,MCu,QLl,0.3333,0.2352,+0.0981,0.0981
Reka-Flash,MA,QLq,0.3237,0.2263,+0.0974,0.0974
Reka-Flash,AS,QLl,0.2984,0.2022,+0.0962,0.0962
Reka-Flash,AT,QLl,0.3196,0.2251,+0.0944,0.0944
Reka-Flash,GS,QLl,0.0926,0.0023,+0.0903,0.0903
Reka-Flash,MCu,MA,0.1382,0.2245,-0.0863,0.0863
Reka-Flash,MCu,QLq,0.3102,0.2262,+0.0840,0.0840
